Incident Date,State,City Or County,Address,# Killed,# Injured,AgeGroup
04.04.15,New York,Brooklyn,Sterling Place,0,1,Teen
28.03.15,Illinois,Champaign,1700 block of Clover Lane,0,1,Teen
27.03.15,Georgia,Atlanta,600 block of McAfee Street,0,1,Teen
26.03.15,Arizona,Phoenix,44th Street and Southern Avenue,0,1,Teen
25.03.15,Michigan,Southfield,23000 block of Lake Ravines Drive,0,1,Teen
24.03.15,Virginia,Richmond,3100 block of Enslow Avenue,0,1,Teen
23.03.15,Illinois,Chicago,5800 block of South King Drive,0,1,Teen
21.03.15,New Hampshire,Manchester,91 West Street,0,1,Teen
21.03.15,Pennsylvania,Philadelphia,6000 block of Charles Street,0,1,Teen
20.03.15,New York,Brooklyn,71st Street,0,1,Teen
20.03.15,Alaska,Anchorage,1300 block of Chirikof Court,0,1,Teen
19.03.15,Virginia,Petersburg,N/A,0,1,Teen
15.03.15,New Jersey,Camden,3000 block of Lemuel Avenue,0,1,Teen
09.03.15,Minnesota,Minneapolis (Coon Rapids),11291 Robinson Drive NW,1,1,Teen
07.03.15,Oklahoma,Tulsa,East Admiral Place and South 119th East Avenue,0,1,Teen
06.03.15,California,Tulare County,Road 148 and Avenue 208,0,1,Teen
05.03.15,Ohio,Canal Winchester,5600 block of Gatling Drive,0,1,Teen
05.03.15,Texas,Fort Worth,2300 block of Northeast 37th St.,0,1,Teen
05.03.15,California,Poplar,Avenue 208 and Road 148,0,1,Teen
02.03.15,Indiana,Delaware County,500 block of N. Northwood Drive,0,1,Teen
01.03.15,Illinois,Chicago,5200 block of W. Fullerton Avenue,0,1,Teen
27.02.15,Georgia,Columbus,501 29th Street,0,1,Teen
23.02.15,Florida,Jacksonville,1605 N. Myrtle Avenue,0,1,Teen
21.02.15,Utah,Warner Valley,N/A,0,1,Teen
17.02.15,Arizona,Phoenix,43rd Avenue and Thomas,0,1,Teen
17.02.15,Alabama,Piedmont,Foskett Street,0,1,Teen
16.02.15,Missouri,Platte City,12000 block of Farmers Lane,0,1,Teen
16.02.15,Indiana,Wakarusa,28000 block of County Road 42,0,1,Teen
14.02.15,California,Covina,500 block of Rimsdale Avenue,0,1,Teen
09.02.15,Maryland,Randallstown,9600 block of Southall Road,0,1,Teen
07.02.15,Texas,San Antonio,5800 block of Midcrown Drive,0,1,Teen
04.02.15,North Carolina,Leland,Basin Street,0,1,Teen
30.01.15,Illinois,Marengo,400 block of Hale Street,0,1,Teen
30.01.15,Louisiana,New Roads,Carver Street,0,1,Teen
28.01.15,Florida,Miami,100 block of Northwest 77th Street,0,1,Teen
28.01.15,Ohio,Cincinnati,3300 block of Reading Road,0,1,Teen
23.01.15,Florida,Naples,300 block of 11th Street Southwest,0,1,Teen
22.01.15,Nebraska,Buffalo County,85th Road,0,1,Teen
18.01.15,Kansas,Delia,North of 118th and B Road,0,1,Teen
18.01.15,California,Fresno,Woodrow and Woodward Avenues,0,1,Teen
17.01.15,Georgia,Carlton,N/A,0,1,Teen
08.01.15,Virginia,Danville,100 block of Swanson Street,0,1,Teen
07.01.15,Texas,Medina County,County Road 3823,0,1,Teen
07.01.15,Louisiana,Shreveport,3500 block of Sumner Street,0,1,Teen
05.01.15,Alaska,Fairbanks,1919 Lathrop Street Suite 123,0,2,Teen
03.01.15,Virginia,Hiltons,4155 AP Carter Highway,0,1,Teen
02.01.15,Oregon,Prineville,Northeast Seventh Street,0,1,Teen
02.01.15,Connecticut,Plainfield,40 Palmer Lane,0,1,Teen
31.12.14,Texas,Navasota,N/A,0,1,Teen
30.12.14,Texas,Dayton,FM 1409 and County Road 460,0,1,Teen
30.12.14,Ohio,Sharonville,2300 East Kemper Road,0,2,Teen
26.12.14,Wisconsin,Madison,914 W. Badger Road,0,1,Teen
26.12.14,West Virginia,Cameron,North Avenue,1,1,Teen
25.12.14,Michigan,Detroit,4100 block of Virginia Park,1,0,Teen
23.12.14,Tennessee,Memphis,Elvis Presley Boulevard and Ledger Road,0,1,Teen
20.12.14,North Carolina,White Oak,Chatham Road,0,1,Teen
20.12.14,Mississippi,Meridian,N/A,0,1,Teen
16.12.14,Washington,Snohomish,12400 block of Admiralty Way,0,1,Teen
14.12.14,Alabama,Smiths Station,N/A,0,1,Teen
06.12.14,Florida,Jacksonville,N/A,0,1,Teen
06.12.14,Florida,Mary Esther,N/A,0,1,Teen
06.12.14,South Dakota,Sioux Falls,5521 E. Arrowhead Parkway,0,1,Teen
02.12.14,Arkansas,Widener,N/A,0,1,Teen
30.11.14,Texas,Houston,4702 West Magnum Rd.,0,1,Teen
29.11.14,Texas,Houston,4700 block of West Mangum Road,0,1,Teen
29.11.14,Illinois,Chicago,1600 block of North Monticello Avenue,0,1,Teen
29.11.14,Wisconsin,Manitowoc County,N/A,0,1,Teen
24.11.14,Florida,Indian River County,7900 block of 37th Street,0,1,Teen
23.11.14,Delaware,Wilmington,West 28th Street,0,1,Teen
16.11.14,Kentucky,Lexington,500 block of Judy Lane,0,1,Teen
16.11.14,Maine,Oxford,Gladys Lane,0,1,Teen
15.11.14,Oklahoma,Velma,N/A,0,1,Teen
09.11.14,Florida,Miami Gardens,2100 block of NW 22 Avenue,0,1,Teen
09.11.14,Ohio,Cleveland,13301 Eaglesmere Ave,0,1,Teen
08.11.14,Maryland,Keedysville,Dogstreet Road,0,1,Teen
02.11.14,Kansas,Clay County,N/A,0,1,Teen
01.11.14,Iowa,Dallas Center,N/A,0,1,Teen
30.10.14,California,Desert Hot Springs,Estrella Avenue,0,2,Teen
27.10.14,Pennsylvania,Tyrone,N/A,0,1,Teen
26.10.14,Montana,Butte,Telegraph Gulch Road,0,1,Teen
26.10.14,Illinois,Chicago,3200 block of South Kedvale,0,1,Teen
25.10.14,North Dakota,Cayuga,N/A,0,1,Teen
24.10.14,New York,Ledyard,1320 Levanna Road,0,1,Teen
23.10.14,North Carolina,Hendersonville,308 Resort Street,0,1,Teen
22.10.14,New Jersey,Newark,100 block of Hillside Avenue,0,2,Teen
21.10.14,Tennessee,Memphis,1900 East Raines Road,0,1,Teen
18.10.14,Florida,Fort Myers,1600 block of Meadowview Circle,0,1,Teen
16.10.14,North Carolina,Margarettsville,Mount Carmel Road,0,1,Teen
13.10.14,Florida,Orlando,2700 block of Castle Oak Avenue,0,1,Teen
11.10.14,Michigan,Lansing,N/A,0,1,Teen
10.10.14,Florida,Ocala,N/A,0,2,Teen
09.10.14,South Carolina,Greenville,515 Webster Road,0,1,Teen
08.10.14,South Carolina,Blenheim,Stoneaway Lane,0,2,Teen
06.10.14,Illinois,Chicago,4600 block of South Drexel Avenue,0,0,Teen
05.10.14,Washington,Spokane,1700 block of E. Vanetta,0,1,Teen
30.09.14,Ohio,Vandalia,Dog Leg Road,0,2,Teen
26.09.14,Ohio,Columbus,2400 block of Plum Street,0,2,Teen
24.09.14,Alabama,Tuscaloosa,500 block of 34th Avenue,0,1,Teen
20.09.14,Delaware,Wilmington,Second and West Streets,0,1,Teen
18.09.14,Illinois,Chicago,1300 block of North Cleveland Avenue,1,1,Teen
17.09.14,Alaska,Delta Junction,N/A,0,1,Teen
17.09.14,Alabama,Birmingham,2700 block of 35th Avenue North,0,3,Teen
15.09.14,Pennsylvania,Philadelphia,Marvine Street and W. Venango Street near 11th Street,0,1,Teen
15.09.14,Pennsylvania,Philadelphia,3600 block of North Marvine St,0,1,Teen
12.09.14,Arkansas,Siloam Springs,S Seward St.,0,1,Teen
10.09.14,Indiana,Muncie,300 block of East Ninth Street,0,1,Teen
10.09.14,Georgia,Savannah,100 block of Chippewa Drive,0,1,Teen
05.09.14,New Jersey,Newark,Ridgewood and Clinton avenues,0,1,Teen
05.09.14,Maryland,Bel Air,Colonial Court,0,1,Teen
01.09.14,Indiana,Gary,2100 block of Polk Street,0,1,Teen
01.09.14,Mississippi,Meridian,2428 Old Marion Rd,0,1,Teen
29.08.14,Michigan,Muskegon,80 W Southern Ave,0,1,Teen
24.08.14,California,Sacramento,N/A,0,1,Teen
21.08.14,Texas,Pipe Creek,Mountain View Lane,0,1,Teen
21.08.14,Washington,Longview,26th Avenue,0,1,Teen
14.08.14,Washington,Longview,200 block of 26th Avenue,0,1,Teen
13.08.14,Kansas,Pratt,Lemon Park,0,1,Teen
13.08.14,Mississippi,Tippah County,N/A,0,1,Teen
12.08.14,Virginia,Winchester,400 block of Lily's Way,0,1,Teen
11.08.14,Ohio,Cincinnati,1200 block of Fairbanks Avenue,0,1,Teen
10.08.14,Texas,Conroe,1100 South Seventh,0,1,Teen
08.08.14,Louisiana,Shreveport,2900 block of Hattie Street,0,1,Teen
