Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
190816,Michigan,Detroit,Glastonbury Ave,Michigan Detroit Glastonbury Ave,,,0,1,Adult
190816,New Jersey,Newark,Lyons Avenue,New Jersey Newark Lyons Avenue,,,0,1,Adult
190816,North Carolina,Rocky Mount,Crabapple Lane,North Carolina Rocky Mount Crabapple Lane,,,0,1,Adult
190816,Pennsylvania,Lancaster,North Street,Pennsylvania Lancaster North Street,,,0,1,Adult
180816,California,Lake Elsinore,16500 block of Badalona Street,California Lake Elsinore 16500 block of Badalona Street,,,0,1,Adult
180816,Illinois,Harvey,100 block of East 146th Street,Illinois Harvey 100 block of East 146th Street,,,0,1,Adult
170816,Alaska,Petersburg,N/A,Alaska Petersburg N/A,,,0,1,Adult
170816,South Carolina,Orangeburg,Prestige Court,South Carolina Orangeburg Prestige Court,,,0,1,Adult
170816,North Carolina,Holly Springs,404 Village Walk Drive,North Carolina Holly Springs 404 Village Walk Drive,,,0,1,Adult
170816,Missouri,Portland,N/A,Missouri Portland N/A,,,0,1,Adult
170816,Illinois,Joliet,900 block of Rosalind Street,Illinois Joliet 900 block of Rosalind Street,,,0,1,Adult
160816,Maine,Bangor (Hermon),Swan Road,Maine Bangor (Hermon) Swan Road,,,0,1,Adult
160816,Texas,Amarillo,4215 Canyon Drive,Texas Amarillo 4215 Canyon Drive,,,0,1,Adult
150816,Indiana,Michigan City,1107 Wabash St,Indiana Michigan City 1107 Wabash St,,,0,1,Adult
150816,Louisiana,Baton Rouge,9003 Greenwell Springs Road,Louisiana Baton Rouge 9003 Greenwell Springs Road,,,0,1,Adult
140816,Pennsylvania,Erie,200 block of W 20th St,Pennsylvania Erie 200 block of W 20th St,,,0,1,Adult
130816,Arizona,Tempe,McClintock Drive and Alameda Road,Arizona Tempe McClintock Drive and Alameda Road,,,0,1,Adult
130816,West Virginia,Charleston,Veazy Street and Washington Street East,West Virginia Charleston Veazy Street and Washington Street East,,,0,1,Adult
120816,Texas,Corpus Christi,4300 block of Leopard Street,Texas Corpus Christi 4300 block of Leopard Street,,,0,1,Adult
120816,Washington,Lake Stevens,13600 block of 12th Street Northeast,Washington Lake Stevens 13600 block of 12th Street Northeast,,,0,1,Adult
120816,Florida,Hialeah,2201 West Okeechobee Road,Florida Hialeah 2201 West Okeechobee Road,,,0,1,Adult
120816,Florida,Martin (county),1500 block of Southwest Legacy Cove Circle,Florida Martin (county) 1500 block of Southwest Legacy Cove Circle,,,0,1,Adult
110816,Missouri,Saint Ann,Lucas and Hunt Road and West Florissant Avenue,Missouri Saint Ann Lucas and Hunt Road and West Florissant Avenue,,,0,1,Adult
110816,Kentucky,Louisville,1200 block of Brashear Dr,Kentucky Louisville 1200 block of Brashear Dr,,,0,1,Adult
110816,Illinois,Winnebago (county),Sunset Avenue and Auburn Street,Illinois Winnebago (county) Sunset Avenue and Auburn Street,,,0,1,Adult
100816,Pennsylvania,Saylorsburg,1974 Merlot Drive,Pennsylvania Saylorsburg 1974 Merlot Drive,,,0,1,Adult
100816,Connecticut,Hartford,Chester Street,Connecticut Hartford Chester Street,,,0,1,Adult
100816,Ohio,Frankfort,Second Street,Ohio Frankfort Second Street,,,0,1,Adult
90816,Maryland,Towson,2001 Dulaney Valley Road,Maryland Towson 2001 Dulaney Valley Road,,,0,1,Adult
90816,Virginia,Hampton,Mallory Street and Ambrose Lane,Virginia Hampton Mallory Street and Ambrose Lane,,,0,1,Adult
90816,Pennsylvania,Harrisburg,2600 Woodlawn Street,Pennsylvania Harrisburg 2600 Woodlawn Street,,,0,1,Adult
80816,Iowa,Waterloo,N/A,Iowa Waterloo N/A,,,0,1,Adult
80816,Massachusetts,Barnstable,Hyannis Road,Massachusetts Barnstable Hyannis Road,,,0,1,Adult
80816,North Carolina,Roanoke Rapids,1800 block of Roanoke Avenue,North Carolina Roanoke Rapids 1800 block of Roanoke Avenue,,,0,1,Adult
70816,Arizona,Phoenix,7th Street and Bell Road,Arizona Phoenix 7th Street and Bell Road,,,0,1,Adult
70816,Pennsylvania,Erie,9500 block of Route 89,Pennsylvania Erie 9500 block of Route 89,,,0,2,Adult
70816,Virginia,Portsmouth,100 block of Carol Lane,Virginia Portsmouth 100 block of Carol Lane,,,0,1,Adult
70816,Texas,Texarkana,300 block of Breckenridge Street,Texas Texarkana 300 block of Breckenridge Street,,,0,1,Adult
70816,South Dakota,Rapid City,1800 block of Haines Avenue,South Dakota Rapid City 1800 block of Haines Avenue,,,0,1,Adult
60816,Utah,Salt Lake City,500 South and 1600 West,Utah Salt Lake City 500 South and 1600 West,,,0,1,Adult
60816,Utah,Salt Lake City,1300 N. Mandalay Road (1910 West),Utah Salt Lake City 1300 N. Mandalay Road (1910 West),,,0,1,Adult
60816,Ohio,Liberty,Goleta Avenue,Ohio Liberty Goleta Avenue,,,0,1,Adult
60816,Indiana,Anderson,2115 S Scatterfield Rd,Indiana Anderson 2115 S Scatterfield Rd,,,0,0,Adult
60816,Oklahoma,El Reno,7400 Jensen Road East,Oklahoma El Reno 7400 Jensen Road East,,,0,1,Adult
50816,Illinois,Chicago,1500 block of South Harding Avenue,Illinois Chicago 1500 block of South Harding Avenue,,,0,1,Adult
50816,Florida,Okeechobee,Southeast 23rd Avenue,Florida Okeechobee Southeast 23rd Avenue,,,0,1,Adult
50816,Ohio,Springfield,N/A,Ohio Springfield N/A,,,0,1,Adult
40816,Indiana,Terre Haute,N/A,Indiana Terre Haute N/A,,,0,1,Adult
40816,Missouri,Springfield,N/A,Missouri Springfield N/A,,,0,1,Adult
30816,Arkansas,Lonoke,100 block of Highridge Drive,Arkansas Lonoke 100 block of Highridge Drive,,,0,1,Adult
30816,Texas,Waco,2423 Cole Avenue,Texas Waco 2423 Cole Avenue,,,1,1,Adult
20816,South Carolina,Coward,4312 Circle Drive,South Carolina Coward 4312 Circle Drive,,,1,1,Adult
20816,Arizona,Kingman,N/A,Arizona Kingman N/A,,,0,1,Adult
20816,Arkansas,Little Rock,1225 Geyer St.,Arkansas Little Rock 1225 Geyer St.,,,0,1,Adult
20816,Wyoming,Park (county),Marston Creek and Bliss Creek Meadows,Wyoming Park (county) Marston Creek and Bliss Creek Meadows,,,0,1,Adult
10816,South Carolina,Greenville,Hillside Circle,South Carolina Greenville Hillside Circle,,,0,1,Adult
10816,Florida,Belleview,6211 Southeast 126th Street,Florida Belleview 6211 Southeast 126th Street,,,0,1,Adult
10816,Illinois,Chicago,1000 block of West Maxwell,Illinois Chicago 1000 block of West Maxwell,,,0,1,Adult
310716,Pennsylvania,Philadelphia,1300 block of E. Rittenhouse Street,Pennsylvania Philadelphia 1300 block of E. Rittenhouse Street,,,0,1,Adult
310716,Michigan,Jackson,300 block of Moorman Drive,Michigan Jackson 300 block of Moorman Drive,,,0,1,Adult
310716,Florida,Deltona,Lake Baton Drive,Florida Deltona Lake Baton Drive,,,0,1,Adult
310716,Texas,Houston,300 block of De Haven St,Texas Houston 300 block of De Haven St,,,1,0,Adult
300716,Pennsylvania,Lititz,200 block of North Liberty Street,Pennsylvania Lititz 200 block of North Liberty Street,,,0,1,Adult
300716,Tennessee,Murfreesboro,1414 Poplar Avenue,Tennessee Murfreesboro 1414 Poplar Avenue,,,0,1,Adult
290716,New Jersey,Bridgeton (Upper Deerfield Twp),300 block of Centerton Road,New Jersey Bridgeton (Upper Deerfield Twp) 300 block of Centerton Road,,,0,1,Adult
290716,Minnesota,Albert Lea,N/A,Minnesota Albert Lea N/A,,,0,1,Adult
280716,Texas,Granbury,700 block of East U.S. Highway 377,Texas Granbury 700 block of East U.S. Highway 377,,,0,1,Adult
280716,Virginia,Ruckersville,CarpenterÃ¢â‚¬â„¢s Mill Road,Virginia Ruckersville CarpenterÃ¢â‚¬â„¢s Mill Road,,,0,1,Adult
280716,Texas,Alvin,4000 block of East Texas 6,Texas Alvin 4000 block of East Texas 6,,,0,1,Adult
270716,Texas,Fort Worth,3600 block of Hulen Park Circle,Texas Fort Worth 3600 block of Hulen Park Circle,,,0,1,Adult
270716,Illinois,Bradley,200 block of North Michigan Avenue,Illinois Bradley 200 block of North Michigan Avenue,,,0,2,Adult
260716,Pennsylvania,Pittsburgh,1000 Ross Park Mall Dr,Pennsylvania Pittsburgh 1000 Ross Park Mall Dr,,,0,1,Adult
250716,New York,Dunkirk,544 South Roberts Road,New York Dunkirk 544 South Roberts Road,,,0,1,Adult
250716,Massachusetts,Hopkinton,254 Fruit Street,Massachusetts Hopkinton 254 Fruit Street,,,0,1,Adult
250716,North Carolina,New Bern,Simmons Street and Neuse Boulevard,North Carolina New Bern Simmons Street and Neuse Boulevard,,,0,1,Adult
240716,Ohio,Sidney,17148 Sidney Platsville Road,Ohio Sidney 17148 Sidney Platsville Road,,,0,1,Adult
240716,Washington,Tacoma (Fife),4411 Pacific Highway East,Washington Tacoma (Fife) 4411 Pacific Highway East,,,0,2,Adult
240716,Mississippi,Meridian,107 71st Pl,Mississippi Meridian 107 71st Pl,,,0,1,Adult
240716,Virginia,Portsmouth,200 block of Derby Road,Virginia Portsmouth 200 block of Derby Road,,,0,1,Adult
240716,North Carolina,Rocky Mount,400 block of Ambler Avenue,North Carolina Rocky Mount 400 block of Ambler Avenue,,,0,1,Adult
240716,California,Norco,700 block of Seventh Street,California Norco 700 block of Seventh Street,,,0,2,Adult
230716,Nevada,Las Vegas,6100 block of North Rainbow Boulevard,Nevada Las Vegas 6100 block of North Rainbow Boulevard,,,0,1,Adult
230716,Texas,La Porte,200 block of West Main Street,Texas La Porte 200 block of West Main Street,,,0,2,Adult
230716,Connecticut,Bridgeport,900 block of Howard Avenue,Connecticut Bridgeport 900 block of Howard Avenue,,,0,1,Adult
230716,Utah,Draper,12300 South,Utah Draper 12300 South,,,0,1,Adult
220716,Pennsylvania,Clearfield (county),N/A,Pennsylvania Clearfield (county) N/A,,,0,1,Adult
220716,Arizona,Surprise,Loop 303 and Clearview Boulevard,Arizona Surprise Loop 303 and Clearview Boulevard,,,0,1,Adult
210716,Florida,Saint Petersburg,600 block of 44th Street South,Florida Saint Petersburg 600 block of 44th Street South,,,0,1,Adult
210716,Colorado,Denver,2700 block of West Wesley Avenue,Colorado Denver 2700 block of West Wesley Avenue,,,0,1,Adult
200716,Alabama,Harvest,N/A,Alabama Harvest N/A,,,0,1,Adult
200716,Texas,Texas City,N/A,Texas Texas City N/A,,,0,1,Adult
200716,Michigan,Kalamazoo,2100 block of Sunnyside Drive,Michigan Kalamazoo 2100 block of Sunnyside Drive,,,0,1,Adult
190716,Ohio,Jackson,554 East Main Street,Ohio Jackson 554 East Main Street,,,0,1,Adult
190716,Pennsylvania,South Mountain,Loop Road,Pennsylvania South Mountain Loop Road,,,0,2,Adult
180716,Oregon,Madras,414 US-26,Oregon Madras 414 US-26,,,0,1,Adult
170716,Michigan,Wyoming,355 54th St. SW,Michigan Wyoming 355 54th St. SW,,,0,1,Adult
170716,Indiana,Gary,Central Avenue,Indiana Gary Central Avenue,,,0,1,Adult
170716,Maryland,Elkton,200 block of West Pulaski Highway,Maryland Elkton 200 block of West Pulaski Highway,,,0,2,Adult
170716,Michigan,Detroit,6000 block of Crane Street,Michigan Detroit 6000 block of Crane Street,,,0,1,Adult
160716,Florida,Jacksonville,Tiber Avenue,Florida Jacksonville Tiber Avenue,,,0,1,Adult
160716,Colorado,Garfield (county),Highway 13,Colorado Garfield (county) Highway 13,,,0,1,Adult
160716,Washington,Mattawa (Desert Aire),509 Clubhouse Way Southwest,Washington Mattawa (Desert Aire) 509 Clubhouse Way Southwest,,,0,1,Adult
160716,Pennsylvania,Philadelphia,1300 block of South 33rd Street,Pennsylvania Philadelphia 1300 block of South 33rd Street,,,0,2,Adult
150716,Washington,Seattle,3400 block of 34 Ave S.,Washington Seattle 3400 block of 34 Ave S.,,,0,1,Adult
150716,Tennessee,Greeneville,Mt. Hebron Road,Tennessee Greeneville Mt. Hebron Road,,,0,1,Adult
150716,Nebraska,Fremont,1900 block of Clarkson St.,Nebraska Fremont 1900 block of Clarkson St.,,,0,1,Adult
140716,Michigan,Eastpointe,22385 Hayes Avenue,Michigan Eastpointe 22385 Hayes Avenue,,,0,2,Adult
140716,Virginia,Norfolk,811 E City Hall Ave,Virginia Norfolk 811 E City Hall Ave,,,0,1,Adult
140716,Colorado,Denver (Edgewater),N/A,Colorado Denver (Edgewater) N/A,,,0,1,Adult
140716,Tennessee,Maryville,Tomotley Road,Tennessee Maryville Tomotley Road,,,0,1,Adult
140716,North Carolina,Burlington,1600 block of Preston Street,North Carolina Burlington 1600 block of Preston Street,,,0,1,Adult
140716,Kentucky,Lexington,Lindberg Drive,Kentucky Lexington Lindberg Drive,,,0,1,Adult
130716,Florida,Wellington,10500 block of WIllow Oak Court,Florida Wellington 10500 block of WIllow Oak Court,,,0,1,Adult
130716,New York,Jamaica,Union Hall Street,New York Jamaica Union Hall Street,,,0,1,Adult
130716,Kentucky,Louisville,3000 block of University Road,Kentucky Louisville 3000 block of University Road,,,0,1,Adult
130716,North Carolina,Hendersonville,900 North Main Street,North Carolina Hendersonville 900 North Main Street,,,0,2,Adult
120716,Alaska,Anchorage,Boniface and Debarr Road,Alaska Anchorage Boniface and Debarr Road,,,0,1,Adult
120716,Oregon,Mcminnville,2700 SE Stratus Ave,Oregon Mcminnville 2700 SE Stratus Ave,,,0,1,Adult
120716,Pennsylvania,Washington,1283 Motel 6 Dr,Pennsylvania Washington 1283 Motel 6 Dr,,,0,1,Adult
120716,Georgia,Athens,Barnett Shoals Road,Georgia Athens Barnett Shoals Road,,,0,1,Adult
251116,Montana,Billings,308 6th Avenue North,Montana Billings 308 6th Avenue North,,,0,2,Child
241116,Pennsylvania,Philadelphia,3500 N 9th Street,Pennsylvania Philadelphia 3500 N 9th Street,,,0,1,Child
221116,Ohio,Columbus,200 block of Dana Avenue,Ohio Columbus 200 block of Dana Avenue,,,0,1,Child
211116,Florida,Pensacola,49th Avenue,Florida Pensacola 49th Avenue,,,0,1,Child
161116,Mississippi,Marion (county),N/A,Mississippi Marion (county) N/A,,,0,1,Child
151116,Louisiana,Baton Rouge,North Foster Drive,Louisiana Baton Rouge North Foster Drive,,,0,1,Child
151116,Michigan,Alcona (county),N/A,Michigan Alcona (county) N/A,,,0,1,Child
131116,Indiana,Indianapolis,1606 E. 44th Street,Indiana Indianapolis 1606 E. 44th Street,,,0,2,Child
101116,North Carolina,Bessemer City,200 block of New Moon Lane,North Carolina Bessemer City 200 block of New Moon Lane,,,0,1,Child
101116,Wisconsin,Antigo,N/A,Wisconsin Antigo N/A,,,0,1,Child
81116,Alabama,Birmingham (Hoover),3267 Warringwood Drive,Alabama Birmingham (Hoover) 3267 Warringwood Drive,,,0,1,Child
61116,Missouri,Kansas City,1700 block of Concord Court,Missouri Kansas City 1700 block of Concord Court,,,0,2,Child
61116,North Dakota,Bismarck,4000 Block of Trenton Drive,North Dakota Bismarck 4000 Block of Trenton Drive,,,0,1,Child
51116,Georgia,Jonesboro,10000 block of Fitzgerald Road,Georgia Jonesboro 10000 block of Fitzgerald Road,,,0,1,Child
51116,Louisiana,New Orleans,1400 block of Independence Street.,Louisiana New Orleans 1400 block of Independence Street.,,,0,1,Child
21116,Oklahoma,Oklahoma City (Del City),2300 block of Mansfield Avenue,Oklahoma Oklahoma City (Del City) 2300 block of Mansfield Avenue,,,0,1,Child
311016,Michigan,Clare,503 Schoolcrest Avenue,Michigan Clare 503 Schoolcrest Avenue,,,0,2,Child
311016,Oregon,Sweet Home,1500 block of 47th Ave,Oregon Sweet Home 1500 block of 47th Ave,,,0,2,Child
291016,North Carolina,Lincolnton,Loop Rd,North Carolina Lincolnton Loop Rd,,,0,1,Child
281016,Alabama,Birmingham,4700 block of Second Avenue South,Alabama Birmingham 4700 block of Second Avenue South,,,0,1,Child
221016,Ohio,Cincinnati (Price Hill),4700 block of Guerley Road,Ohio Cincinnati (Price Hill) 4700 block of Guerley Road,,,0,1,Child
171016,Arizona,Tucson,6700 block of West Copperwood Way,Arizona Tucson 6700 block of West Copperwood Way,,,0,1,Child
171016,Indiana,Elkhart,311 East Carlton Avenue,Indiana Elkhart 311 East Carlton Avenue,,,0,2,Child
161016,California,Suisun City,1000 block of Canary Court,California Suisun City 1000 block of Canary Court,,,0,1,Child
161016,North Dakota,Abercrombie,N/A,North Dakota Abercrombie N/A,,,0,1,Child
161016,Nevada,Las Vegas,4200 block of Studio Street,Nevada Las Vegas 4200 block of Studio Street,,,0,1,Child
151016,Connecticut,Enfield,Ecology Drive,Connecticut Enfield Ecology Drive,,,0,1,Child
131016,Michigan,Twin Lake,300 block of East Calumet,Michigan Twin Lake 300 block of East Calumet,,,0,1,Child
81016,California,Petaluma,Reynolds Drive,California Petaluma Reynolds Drive,,,0,1,Child
41016,Virginia,Campbell (county),Marysville Road,Virginia Campbell (county) Marysville Road,,,0,1,Child
31016,Texas,Fort Worth,1416 Meadowlane Terrace,Texas Fort Worth 1416 Meadowlane Terrace,,,0,1,Child
31016,Florida,Jacksonville,7915 Baymeadows Circle East,Florida Jacksonville 7915 Baymeadows Circle East,,,0,1,Child
21016,Pennsylvania,Indiana,Airport Road,Pennsylvania Indiana Airport Road,,,0,1,Child
290916,Missouri,Saint Joseph,3400 block of South 16th Street,Missouri Saint Joseph 3400 block of South 16th Street,,,0,1,Child
270916,Indiana,Etna Green,9900-block of West C.R. 575 North,Indiana Etna Green 9900-block of West C.R. 575 North,,,0,1,Child
250916,Mississippi,Mccomb,Highway 98 East,Mississippi Mccomb Highway 98 East,,,0,1,Child
250916,Louisiana,Harvey,Destrehan Avenue and River Road,Louisiana Harvey Destrehan Avenue and River Road,,,0,1,Child
250916,Tennessee,Nashville (Donelson),209 Blue Hills Drive,Tennessee Nashville (Donelson) 209 Blue Hills Drive,,,0,1,Child
210916,Wisconsin,Milwaukee,2700 block of N. 20th Street,Wisconsin Milwaukee 2700 block of N. 20th Street,,,0,1,Child
130916,Louisiana,Gretna (Terrytown),2148 Esplanade Place,Louisiana Gretna (Terrytown) 2148 Esplanade Place,,,0,1,Child
120916,Texas,Fort Worth,1200 block of Susan Avenue,Texas Fort Worth 1200 block of Susan Avenue,,,0,1,Child
110916,Georgia,Decatur,3569 Larkspur Terrace,Georgia Decatur 3569 Larkspur Terrace,,,0,1,Child
100916,Missouri,Saint Louis,2800 block of Stoddard Street,Missouri Saint Louis 2800 block of Stoddard Street,,,0,1,Child
60916,Texas,Terrell,200 Bowser Cir,Texas Terrell 200 Bowser Cir,,,0,1,Child
60916,Mississippi,Tupelo,County Roads 1680 and 3571,Mississippi Tupelo County Roads 1680 and 3571,,,0,2,Child
60916,Tennessee,Louisville,161 Manor Way,Tennessee Louisville 161 Manor Way,,,0,1,Child
50916,Utah,Logan,454 N 400 E,Utah Logan 454 N 400 E,,,0,1,Child
20916,Florida,Pensacola,700 Truman Avenue,Florida Pensacola 700 Truman Avenue,,,0,1,Child
10916,South Carolina,Columbia,228 Meredith Square,South Carolina Columbia 228 Meredith Square,,,1,2,Child
310816,Massachusetts,Abington,159 Linwood Street,Massachusetts Abington 159 Linwood Street,,,0,1,Child
310816,Arizona,Phoenix,4013 W Yucca St,Arizona Phoenix 4013 W Yucca St,,,0,1,Child
300816,Tennessee,Nashville,644 Glastonbury Rd,Tennessee Nashville 644 Glastonbury Rd,,,0,1,Child
280816,Georgia,Atlanta,900 New Town Cir SE,Georgia Atlanta 900 New Town Cir SE,,,0,3,Child
280816,Nevada,Las Vegas,4800 block of White Aspen Ave,Nevada Las Vegas 4800 block of White Aspen Ave,,,0,1,Child
250816,Kansas,Lawrence,500 block of Wisconsin Street,Kansas Lawrence 500 block of Wisconsin Street,,,0,1,Child
180816,Illinois,Harvey,100 block of East 146th Street,Illinois Harvey 100 block of East 146th Street,,,0,1,Child
120816,Texas,Corpus Christi,4300 block of Leopard Street,Texas Corpus Christi 4300 block of Leopard Street,,,0,1,Child
110816,Kentucky,Louisville,1200 block of Brashear Dr,Kentucky Louisville 1200 block of Brashear Dr,,,0,1,Child
80816,North Carolina,Roanoke Rapids,1800 block of Roanoke Avenue,North Carolina Roanoke Rapids 1800 block of Roanoke Avenue,,,0,1,Child
70816,Texas,Texarkana,300 block of Breckenridge Street,Texas Texarkana 300 block of Breckenridge Street,,,0,1,Child
30816,Arkansas,Lonoke,100 block of Highridge Drive,Arkansas Lonoke 100 block of Highridge Drive,,,0,1,Child
20816,South Carolina,Coward,4312 Circle Drive,South Carolina Coward 4312 Circle Drive,,,1,1,Child
10816,South Carolina,Greenville,Hillside Circle,South Carolina Greenville Hillside Circle,,,0,1,Child
310716,Pennsylvania,Philadelphia,1300 block of E. Rittenhouse Street,Pennsylvania Philadelphia 1300 block of E. Rittenhouse Street,,,0,1,Child
